20210101,0,150000.00,150000.00
20210101,3,30.00,150030.00
20210101,2,3000.00,147030.00
20210101,2,11000.00,136030.00
20210101,1,8000.00,144030.00
20210102,3,28.81,144058.81
20210102,2,25000.00,119058.81
20210102,2,9000.00,110058.81
20210102,2,2500.00,107558.81
20210102,1,1500.00,109058.81
20210103,3,21.81,109080.62
20210103,2,3000.00,106080.62
20210103,1,500.00,106580.62
20210104,3,21.32,106601.94
20210104,2,7000.00,99601.94
20210104,1,4500.00,104101.94
20210105,3,20.82,104122.76
20210106,3,20.82,104143.58
20210107,3,20.83,104164.41
20210107,1,500.00,104664.41
20210107,1,1500.00,106164.41
20210108,3,21.23,106185.64
20210108,2,10000.00,96185.64
20210108,1,500.00,96685.64
20210108,2,8000.00,88685.64
20210109,3,17.74,88703.38
20210109,1,8000.00,96703.38
20210109,2,500.00,96203.38
20210110,3,19.24,96222.62
20210110,1,2000.00,98222.62
20210110,2,10000.00,88222.62
20210110,2,1500.00,86722.62
20210110,1,500.00,87222.62
20210111,3,17.44,87240.06
20210111,2,10000.00,77240.06
