20210101,0,2345.11,2345.11
20210101,3,0.47,2345.58
20210101,2,10000.00,-7654.42
20210101,4,50.00,-7704.42
20210102,2,2000.00,-9704.42
20210102,4,50.00,-9754.42
20210103,1,1500.00,-8254.42
20210103,2,7000.00,-15254.42
20210103,4,50.00,-15304.42
20210104,1,8000.00,-7304.42
20210104,4,50.00,-7354.42
20210105,4,50.00,-7404.42
20210106,4,50.00,-7454.42
20210107,4,50.00,-7504.42
20210108,1,500.00,-7004.42
20210108,4,50.00,-7054.42
20210109,2,5000.00,-12054.42
20210109,1,2000.00,-10054.42
20210109,2,3000.00,-13054.42
20210109,1,7000.00,-6054.42
20210109,4,50.00,-6104.42
20210110,1,3300.00,-2804.42
20210110,4,50.00,-2854.42
20210111,1,10000.00,7145.58
20210111,2,600.00,6545.58
20210111,2,2000.00,4545.58
20210111,1,1700.00,6245.58
20210111,2,7600.00,-1354.42
20210111,4,50.00,-1404.42
