20210101,0,6501982.21,6501982.21
20210101,3,30.00,6502012.21
20210101,3,61.09,6502073.30
20210101,3,68.82,6502142.12
20210101,3,2.69,6502144.81
20210101,3,800.87,6502945.68
20210101,3,1.58,6502947.26
20210101,3,0.47,6502947.73
20210101,3,174.93,6503122.66
20210101,3,0.81,6503123.47
20210101,3,159.14,6503282.61
20210101,2,3000.00,6500282.61
20210101,2,500.00,6499782.61
20210101,2,11000.00,6488782.61
20210101,2,4500.00,6484282.61
20210101,1,2000.00,6486282.61
20210101,2,9000.00,6477282.61
20210101,1,1500.00,6478782.61
20210101,2,8000.00,6470782.61
20210101,2,500.00,6470282.61
20210101,2,4500.00,6465782.61
20210101,2,3000.00,6462782.61
20210101,1,500.00,6463282.61
20210101,2,5000.00,6458282.61
20210101,2,2000.00,6456282.61
20210101,1,8000.00,6464282.61
20210101,1,7000.00,6471282.61
20210101,2,2000.00,6469282.61
20210101,2,10000.00,6459282.61
20210101,2,500.00,6458782.61
20210101,1,9000.00,6467782.61
20210101,4,50.00,6467732.61
20210101,4,50.00,6467682.61
20210102,3,28.81,6467711.42
20210102,3,60.40,6467771.82
20210102,3,68.63,6467840.45
20210102,3,801.03,6468641.48
20210102,3,1.58,6468643.06
20210102,3,175.27,6468818.33
20210102,3,0.31,6468818.64
20210102,3,159.17,6468977.81
20210102,1,3300.00,6472277.81
20210102,2,500.00,6471777.81
20210102,2,25000.00,6446777.81
20210102,2,2500.00,6444277.81
20210102,2,500.00,6443777.81
20210102,2,1000.00,6442777.81
20210102,2,9000.00,6433777.81
20210102,2,2500.00,6431277.81
20210102,2,1500.00,6429777.81
20210102,2,2000.00,6427777.81
20210102,2,5000.00,6422777.81
20210102,2,2000.00,6420777.81
20210102,2,3300.00,6417477.81
20210102,1,1500.00,6418977.81
20210102,2,9000.00,6409977.81
20210102,2,500.00,6409477.81
20210102,2,4500.00,6404977.81
20210102,2,2000.00,6402977.81
20210102,2,8000.00,6394977.81
20210102,1,7000.00,6401977.81
20210102,4,50.00,6401927.81
20210102,4,50.00,6401877.81
20210102,4,50.00,6401827.81
20210102,4,50.00,6401777.81
20210103,3,21.81,6401799.62
20210103,3,60.97,6401860.59
20210103,3,66.85,6401927.44
20210103,3,800.09,6402727.53
20210103,3,176.50,6402904.03
20210103,3,156.84,6403060.87
20210103,2,500.00,6402560.87
20210103,1,2500.00,6405060.87
20210103,2,2000.00,6403060.87
20210103,2,3000.00,6400060.87
20210103,1,500.00,6400560.87
20210103,1,2000.00,6402560.87
20210103,1,10000.00,6412560.87
20210103,1,4500.00,6417060.87
20210103,2,3300.00,6413760.87
20210103,1,1000.00,6414760.87
20210103,1,1500.00,6416260.87
20210103,1,3300.00,6419560.87
20210103,2,7000.00,6412560.87
20210103,1,1000.00,6413560.87
20210103,1,10000.00,6423560.87
20210103,2,25000.00,6398560.87
20210103,1,2000.00,6400560.87
20210103,2,1500.00,6399060.87
20210103,1,7000.00,6406060.87
20210103,2,7000.00,6399060.87
20210103,4,50.00,6399010.87
20210103,4,50.00,6398960.87
20210104,3,21.32,6398982.19
20210104,3,60.98,6399043.17
20210104,3,66.36,6399109.53
20210104,3,0.67,6399110.20
20210104,3,799.59,6399909.79
20210104,3,0.47,6399910.26
20210104,3,177.24,6400087.50
20210104,3,161.53,6400249.03
20210104,1,22000.00,6422249.03
20210104,1,3000.00,6425249.03
20210104,2,1000.00,6424249.03
20210104,1,500.00,6424749.03
20210104,1,1000.00,6425749.03
20210104,1,3300.00,6429049.03
20210104,2,2500.00,6426549.03
20210104,1,8000.00,6434549.03
20210104,2,10000.00,6424549.03
20210104,2,10000.00,6414549.03
20210104,2,4500.00,6410049.03
20210104,1,7000.00,6417049.03
20210104,1,500.00,6417549.03
20210104,1,10000.00,6427549.03
20210104,1,2000.00,6429549.03
20210104,2,7000.00,6422549.03
20210104,2,1500.00,6421049.03
20210104,1,4500.00,6425549.03
20210104,2,500.00,6425049.03
20210104,1,2000.00,6427049.03
20210104,4,50.00,6426999.03
20210104,4,50.00,6426949.03
20210104,4,50.00,6426899.03
20210105,3,20.82,6426919.85
20210105,3,61.59,6426981.44
20210105,3,66.17,6427047.61
20210105,3,800.41,6427848.02
20210105,3,1.87,6427849.89
20210105,3,182.17,6428032.06
20210105,3,160.76,6428192.82
20210105,4,50.00,6428142.82
20210105,4,50.00,6428092.82
20210105,4,50.00,6428042.82
20210106,3,20.82,6428063.64
20210106,3,61.61,6428125.25
20210106,3,66.19,6428191.44
20210106,3,800.57,6428992.01
20210106,3,1.87,6428993.88
20210106,3,182.21,6429176.09
20210106,3,160.79,6429336.88
20210106,4,50.00,6429286.88
20210106,4,50.00,6429236.88
20210106,4,50.00,6429186.88
20210107,3,20.83,6429207.71
20210107,3,61.62,6429269.33
20210107,3,66.20,6429335.53
20210107,3,800.73,6430136.26
20210107,3,1.87,6430138.13
20210107,3,182.25,6430320.38
20210107,3,160.83,6430481.21
20210107,2,1000.00,6429481.21
20210107,1,25000.00,6454481.21
20210107,2,1000.00,6453481.21
20210107,1,500.00,6453981.21
20210107,2,8000.00,6445981.21
20210107,1,4500.00,6450481.21
20210107,2,500.00,6449981.21
20210107,1,500.00,6450481.21
20210107,1,3000.00,6453481.21
20210107,1,1000.00,6454481.21
20210107,2,25000.00,6429481.21
20210107,2,9000.00,6420481.21
20210107,2,25000.00,6395481.21
20210107,1,500.00,6395981.21
