20210101,0,4073.77,4073.77
20210101,3,0.81,4074.58
20210101,2,500.00,3574.58
20210101,2,2000.00,1574.58
20210102,3,0.31,1574.89
20210102,2,2500.00,-925.11
20210102,4,50.00,-975.11
20210103,2,500.00,-1475.11
20210103,2,25000.00,-26475.11
20210103,4,50.00,-26525.11
20210104,4,50.00,-26575.11
20210105,4,50.00,-26625.11
20210106,4,50.00,-26675.11
20210107,2,1000.00,-27675.11
20210107,2,1000.00,-28675.11
20210107,1,500.00,-28175.11
20210107,2,2000.00,-30175.11
20210107,1,3300.00,-26875.11
20210107,4,50.00,-26925.11
20210108,1,1500.00,-25425.11
20210108,1,2000.00,-23425.11
20210108,1,10000.00,-13425.11
20210108,1,4500.00,-8925.11
20210108,4,50.00,-8975.11
20210109,2,10000.00,-18975.11
20210109,4,50.00,-19025.11
20210110,4,50.00,-19075.11
20210111,2,8000.00,-27075.11
20210111,1,9000.00,-18075.11
20210111,4,50.00,-18125.11
