20210101,0,7899.00,7899.00
20210101,3,1.58,7900.58
20210102,3,1.58,7902.16
20210102,2,1500.00,6402.16
20210102,2,2000.00,4402.16
20210102,2,4500.00,-97.84
20210102,4,50.00,-147.84
20210103,1,2500.00,2352.16
20210104,3,0.47,2352.63
20210104,1,500.00,2852.63
20210104,1,7000.00,9852.63
20210104,2,500.00,9352.63
20210105,3,1.87,9354.50
20210106,3,1.87,9356.37
20210107,3,1.87,9358.24
20210108,3,1.87,9360.11
20210108,1,2500.00,11860.11
20210108,1,3000.00,14860.11
20210108,2,4500.00,10360.11
20210108,1,500.00,10860.11
20210108,2,3000.00,7860.11
20210109,3,1.57,7861.68
20210109,1,9000.00,16861.68
20210109,2,9000.00,7861.68
20210110,3,1.57,7863.25
20210110,1,500.00,8363.25
20210110,2,10000.00,-1636.75
20210110,4,50.00,-1686.75
20210111,2,3000.00,-4686.75
20210111,2,900.00,-5586.75
20210111,4,50.00,-5636.75
