20210101,0,344096.33,344096.33
20210101,3,68.82,344165.15
20210101,1,1500.00,345665.15
20210101,2,4500.00,341165.15
20210101,1,500.00,341665.15
20210101,2,5000.00,336665.15
20210101,1,7000.00,343665.15
20210101,2,500.00,343165.15
20210102,3,68.63,343233.78
20210102,2,9000.00,334233.78
20210103,3,66.85,334300.63
20210103,1,4500.00,338800.63
20210103,2,7000.00,331800.63
20210104,3,66.36,331866.99
20210104,2,1000.00,330866.99
20210105,3,66.17,330933.16
20210106,3,66.19,330999.35
20210107,3,66.20,331065.55
20210107,1,3000.00,334065.55
20210107,2,25000.00,309065.55
20210108,3,61.81,309127.36
20210109,3,61.83,309189.19
20210109,1,5000.00,314189.19
20210109,1,1000.00,315189.19
20210110,3,63.04,315252.23
20210110,1,10000.00,325252.23
20210110,2,3300.00,321952.23
20210111,3,64.39,322016.62
20210111,1,400.00,322416.62
