20210101,0,874665.37,874665.37
20210101,3,174.93,874840.30
20210101,1,2000.00,876840.30
20210101,2,500.00,876340.30
20210102,3,175.27,876515.57
20210102,2,1000.00,875515.57
20210102,1,7000.00,882515.57
20210103,3,176.50,882692.07
20210103,1,2000.00,884692.07
20210103,1,1000.00,885692.07
20210103,1,2000.00,887692.07
20210103,2,1500.00,886192.07
20210104,3,177.24,886369.31
20210104,1,22000.00,908369.31
20210104,1,500.00,908869.31
20210104,1,2000.00,910869.31
20210105,3,182.17,911051.48
20210106,3,182.21,911233.69
20210107,3,182.25,911415.94
20210107,2,500.00,910915.94
20210107,2,9000.00,901915.94
20210108,3,180.38,902096.32
20210108,1,1500.00,903596.32
20210109,3,180.72,903777.04
20210109,2,25000.00,878777.04
20210109,2,500.00,878277.04
20210110,3,175.66,878452.70
20210110,1,500.00,878952.70
20210110,1,3300.00,882252.70
20210111,3,176.45,882429.15
20210111,2,500.00,881929.15
20210111,2,9000.00,872929.15
